accession,gene,effect_size,se,n_keloid,n_non_keloid,keloid_mean,non_keloid_mean
GSE181297,LTF,-2.0702411205355427,0.9431166025404026,4,3,-0.6584863916180737,0.877981855490765
GSE188952,LTF,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTF,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTF,0.4395642015198776,0.46496855891101957,10,9,0.2179562086110617,-0.2421735651234344
Sun_Burns,LTF,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LUZP1,-0.2291846645386083,0.4609700250753238,9,10,-0.12890898814802507,0.11601808933321318
GSE158395,LUZP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LUZP1,0.0477855877171538,0.1348592149950313,110,110,0.024023332247076565,-0.024023332247074293
GSE181297,LUZP1,0.5615509866992096,0.7783685400213487,4,3,0.29162417805316365,-0.38883223740421774
GSE188952,LUZP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LUZP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LUZP1,-0.5479118313704011,0.46798643697108555,10,9,-0.26758361808444475,0.2973151312049375
Sun_Burns,LUZP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LXN,-3.262048523558716,0.7008112365468777,9,10,-0.8971743275714511,0.8074568948143055
GSE158395,LXN,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LXN,-0.04681301506532381,0.13485843973976688,110,110,-0.02353466397066678,0.023534663970666815
GSE181297,LXN,0.6426668913738033,0.7828376678986854,4,3,0.3271140501888632,-0.43615206691848357
GSE188952,LXN,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LXN,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LXN,-1.7135069001042023,0.5370075006564016,10,9,-0.6348818228117814,0.7054242475686462
Sun_Burns,LXN,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY6D,0.7317959438277167,0.4745565111272707,9,10,0.3846390446128321,-0.34617514015154316
GSE158395,LY6D,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY6D,-0.32068632317596485,0.13570388650788792,110,110,-0.15919977571270766,0.15919977571270755
GSE181297,LY6D,0.32987746725356504,0.7688342664648815,4,3,0.1792527907651598,-0.23900372102021336
GSE188952,LY6D,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY6D,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY6D,-0.7915834423767794,0.47707515044297993,10,9,-0.3700607129029133,0.41117856989213575
Sun_Burns,LY6D,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY6E,0.005686053086556505,0.4594692176110995,9,10,0.0032237531967072327,-0.002901377877036948
GSE158395,LY6E,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY6E,0.08919335532620154,0.13490700041336848,110,110,0.0448080797974816,-0.04480807979748011
GSE181297,LY6E,-1.584008791380376,0.8732431553793752,4,3,-0.5936149031159101,0.7914865374878803
GSE188952,LY6E,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY6E,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY6E,-0.7169126853005888,0.4739583043110972,10,9,-0.3400982841907304,0.3778869824341442
Sun_Burns,LY6E,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY6G5C,-0.2101173183382734,0.46073086988552303,9,10,-0.11833326720796514,0.1064999404871716
GSE158395,LY6G5C,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY6G5C,-0.0481688885789568,0.13485952490906072,110,110,-0.024215916696516106,0.024215916696516102
GSE181297,LY6G5C,-1.4073532231358117,0.8513564706370242,4,3,-0.5607741326859211,0.7476988435812285
GSE188952,LY6G5C,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY6G5C,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY6G5C,-0.03398685991495974,0.4595013695893082,10,9,-0.017339237211198545,0.01926581912355616
Sun_Burns,LY6G5C,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY6G6C,-0.002233877836231254,0.45946843464206744,9,10,-0.001266520162417992,0.001139868146170997
GSE158395,LY6G6C,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY6G6C,-0.0685088041030294,0.1348795207873209,110,110,-0.03443101889752158,0.03443101889752151
GSE181297,LY6G6C,-0.004571373848570102,0.7637635930109307,4,3,-0.002548543211298493,0.0033980576150646202
GSE188952,LY6G6C,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY6G6C,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY6G6C,0.21262472319957448,0.46076114074368174,10,9,0.10775363620712011,-0.11972626245235635
Sun_Burns,LY6G6C,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY6H,-0.3168047548003596,0.46233353974235214,9,10,-0.17692506606557742,0.15923255945902665
GSE158395,LY6H,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY6H,0.3274599503508093,0.13574064524174362,110,110,0.1624741642875165,-0.1624741642875164
GSE181297,LY6H,-0.08384141523356316,0.7640912459336924,4,3,-0.0466626410051476,0.062216854673530074
GSE188952,LY6H,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY6H,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY6H,0.5859467796032716,0.4691974068541678,10,9,0.2844481449489199,-0.3160534943876939
Sun_Burns,LY6H,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY75,0.03113041558325371,0.4594960433079922,9,10,0.017647113772822513,-0.015882402395540413
GSE158395,LY75,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY75,0.10582571454893437,0.13493431972849027,110,110,0.05314183456185917,-0.053141834561859586
GSE181297,LY75,-0.6796706332010384,0.7850668231932584,4,3,-0.34258739134307803,0.45678318845743854
GSE188952,LY75,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY75,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY75,-0.5599932445428005,0.46836261975423193,10,9,-0.2729732631278787,0.3033036256976403
Sun_Burns,LY75,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY86,-0.4698250432083779,0.46574664994269305,9,10,-0.25782454166813784,0.23204208750132543
GSE158395,LY86,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY86,-0.013975948649660147,0.13484161860174276,110,110,-0.007028016400376023,0.007028016400376055
GSE181297,LY86,-4.1148307895550404,1.3389361206713128,4,3,-0.7568861800673888,1.0091815734231875
GSE188952,LY86,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY86,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY86,1.0941792060685687,0.4925617876607506,10,9,0.4777736371925709,-0.5308595968806358
Sun_Burns,LY86,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LY96,-0.3567384423268132,0.46309839066126346,9,10,-0.19843757911529178,0.1785938212037664
GSE158395,LY96,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LY96,0.25117065805711203,0.1353705915043861,110,110,0.12530794661278005,-0.12530794661277947
GSE181297,LY96,0.5407988257622816,0.7773181935628113,4,3,0.28220461163055777,-0.37627281550741126
GSE188952,LY96,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LY96,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LY96,0.16702834576870754,0.4602665329233433,10,9,0.08486792353327739,-0.09429769281475228
Sun_Burns,LY96,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LYL1,-0.1782238619730936,0.4603770184716123,9,10,-0.100559415801773,0.09050347422159652
GSE158395,LYL1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LYL1,0.08705970787503833,0.13490383268980305,110,110,0.043738284099064245,-0.04373828409906417
GSE181297,LYL1,-0.6040102078110214,0.7806359585897432,4,3,-0.31046771442285137,0.4139569525637999
GSE188952,LYL1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LYL1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LYL1,0.09592814591385841,0.45973174190014826,10,9,0.04888011623579268,-0.054311240261992015
Sun_Burns,LYL1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LYN,-1.6239027638679746,0.5296295231654181,9,10,-0.6852359453474974,0.6167123508127486
GSE158395,LYN,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LYN,0.285390808756895,0.13552463641951962,110,110,0.14205452382688574,-0.14205452382688546
GSE181297,LYN,1.2838331943515455,0.8372955758011095,4,3,0.533943709296088,-0.7119249457281165
GSE188952,LYN,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LYN,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LYN,-0.3215285114660445,0.462419347332102,10,9,-0.16153467356593668,0.17948297062881813
Sun_Burns,LYN,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LYPD3,-0.5658986729242053,0.46854937194886265,9,10,-0.30621855371520823,0.27559669834368855
GSE158395,LYPD3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LYPD3,-0.32514003608341396,0.13572797027899328,110,110,-0.16135331317831475,0.16135331317831497
GSE181297,LYPD3,-0.07878608761930085,0.7640528176520738,4,3,-0.04385774392717842,0.058476991902903036
GSE188952,LYPD3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LYPD3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LYPD3,0.5164665425481366,0.46704445612229994,10,9,0.2534157686975143,-0.28157307633056644
Sun_Burns,LYPD3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LYST,-0.8112542445678612,0.4779439427477374,9,10,-0.419703785872447,0.3777334072851969
GSE158395,LYST,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LYST,0.2110292461077576,0.13521475631138521,110,110,0.10552662247585727,-0.10552662247585855
GSE181297,LYST,-1.304584655477654,0.8395835613128356,4,3,-0.5386954234295255,0.7182605645727015
GSE188952,LYST,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LYST,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LYST,-0.9670085457154461,0.4855091670690983,10,9,-0.43519155053660546,0.4835461672628943
Sun_Burns,LYST,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LZTFL1,0.13784868392260155,0.4600121417700045,9,10,0.07792902298774623,-0.07013612068897163
GSE158395,LZTFL1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LZTFL1,0.250535597788885,0.13536791688646366,110,110,0.12499609676032081,-0.1249960967603201
GSE181297,LZTFL1,0.2303468380567344,0.766239720624101,4,3,0.12680296216185222,-0.16907061621580236
GSE188952,LZTFL1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LZTFL1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LZTFL1,0.5375929191256816,0.4676713974834392,10,9,0.2629564563571877,-0.2921738403968741
Sun_Burns,LZTFL1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LZTR1,0.6644499938731676,0.47194212447860134,9,10,0.3536322263703176,-0.31826900373329037
GSE158395,LZTR1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LZTR1,0.26465915179964655,0.13542898563983558,110,110,0.13192259606094417,-0.1319225960609435
GSE181297,LZTR1,-0.9549530341721427,0.8052773241978393,4,3,-0.4435186436048655,0.5913581914731546
GSE188952,LZTR1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LZTR1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LZTR1,0.060675830840486,0.45957370918660806,10,9,0.03094334584210361,-0.034381495380116076
Sun_Burns,LZTR1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LZTS1,0.17186859811573393,0.4603134240367469,9,10,0.09700622282726562,-0.08730560054454055
GSE158395,LZTS1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LZTS1,0.4921410788778557,0.13686591681375823,110,110,0.24020711084762583,-0.24020711084762586
GSE181297,LZTS1,-0.0812128843994075,0.7640709671255833,4,3,-0.04520443538569051,0.06027258051425277
GSE188952,LZTS1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LZTS1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LZTS1,1.0784986898999265,0.4916508615272384,10,9,0.47273089655334,-0.525256551725936
Sun_Burns,LZTS1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAB21L1,0.28802304740217843,0.4618378474283924,9,10,0.1612678603634752,-0.14514107432712842
GSE158395,MAB21L1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAB21L1,-0.6989589250741747,0.13889616444521724,110,110,-0.3315198342591657,0.33151983425916604
GSE181297,MAB21L1,0.4378945138113533,0.7726770842750338,4,3,0.23354189726579522,-0.3113891963543926
GSE188952,MAB21L1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAB21L1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAB21L1,0.6397439951690506,0.4710429246720593,10,9,0.30777210844012776,-0.34196900937791974
Sun_Burns,MAB21L1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAD1L1,-0.7120256075853796,0.4737643953674473,9,10,-0.375657357696721,0.3380916219270507
GSE158395,MAD1L1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAD1L1,0.42617199259872124,0.13636200623270434,110,110,0.20953296092544138,-0.20953296092544088
GSE181297,MAD1L1,-1.3996507905084214,0.8504489991442973,4,3,-0.559200031186994,0.7456000415826572
GSE188952,MAD1L1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAD1L1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAD1L1,0.33646559220246364,0.4626989278296354,10,9,0.1687936303675145,-0.1875484781861273
Sun_Burns,MAD1L1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAD2L1,-0.8976796137693963,0.4819928726050722,9,10,-0.4559338210695847,0.4103404389626264
GSE158395,MAD2L1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAD2L1,0.11488342067114644,0.13495115446595266,110,110,0.05767568386119135,-0.05767568386119186
GSE181297,MAD2L1,0.3330085776282045,0.7689306758386995,4,3,0.1808680171076485,-0.2411573561435323
GSE188952,MAD2L1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAD2L1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAD2L1,-1.2408919764429491,0.5016298467422995,10,9,-0.5222024463181287,0.580224940353476
Sun_Burns,MAD2L1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAD2L1BP,-0.678117454200103,0.4724534369681048,9,10,-0.3600185531464769,0.3240166978318328
GSE158395,MAD2L1BP,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAD2L1BP,-0.44440183039417064,0.1364941972364467,110,110,-0.2180760770008333,0.21807607700083362
GSE181297,MAD2L1BP,-0.8063664185464529,0.7935856001909534,4,3,-0.3921214200651827,0.5228285600869111
GSE188952,MAD2L1BP,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAD2L1BP,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAD2L1BP,-0.8450018250289205,0.47948026430282403,10,9,-0.3906803932345991,0.4340893258162182
Sun_Burns,MAD2L1BP,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAF,-2.5499297174523945,0.6182395163979962,9,10,-0.836695270288562,0.7530257432597086
GSE158395,MAF,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAF,0.004237519472645995,0.1348401238215371,110,110,0.002130948535259981,-0.0021309485352590763
GSE181297,MAF,0.12387173364580563,0.7644797891873497,4,3,0.06880415706813521,-0.09173887609084475
GSE188952,MAF,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAF,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAF,0.17028325500978844,0.46029791866272385,10,9,0.08650738078156421,-0.09611931197951568
Sun_Burns,MAF,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAFB,2.311989924486974,0.5931077747352124,9,10,0.8079245182479081,-0.7271320664231171
GSE158395,MAFB,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAFB,-0.13091712863448615,0.13498433658770376,110,110,-0.06569242487518474,0.06569242487518405
GSE181297,MAFB,1.1851082242121467,0.8268333814604253,4,3,0.5098879204933227,-0.6798505606577612
GSE188952,MAFB,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAFB,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAFB,-1.9004308255040445,0.5533120263883711,10,9,-0.668711671881138,0.7430129687568198
Sun_Burns,MAFB,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAFF,-0.5741636189542051,0.46881390325263256,9,10,-0.31028450159996324,0.27925605143996635
GSE158395,MAFF,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAFF,-0.4699475198462564,0.1366885200956211,110,110,-0.2299630455799124,0.2299630455799131
GSE181297,MAFF,-0.8799606146991844,0.7991512171444524,4,3,-0.41846395746679615,0.5579519432890626
GSE188952,MAFF,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAFF,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAFF,2.4134819092207747,0.6036537249894481,10,9,0.7387779660415109,-0.8208644067127904
Sun_Burns,MAFF,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAFG,-0.34306036605734774,0.4628263467964957,9,10,-0.19109811021468742,0.17198829919321174
GSE158395,MAFG,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAFG,-0.16789103548584852,0.13507731287704453,110,110,-0.08412795996315126,0.08412795996315339
GSE181297,MAFG,0.22689293035872019,0.7661661078994664,4,3,0.12494814791686815,-0.16659753055581952
GSE188952,MAFG,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAFG,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAFG,-0.06761469455747007,0.45959919521316334,10,9,-0.03447733391051413,0.03830814878946002
Sun_Burns,MAFG,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAFK,-1.6669883059161263,0.53314045335864,9,10,-0.6951299459105598,0.6256169513194991
GSE158395,MAFK,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAFK,0.44478374653705505,0.13649702445294565,110,110,0.21825452567844228,-0.2182545256784416
GSE181297,MAFK,-1.5678272019818658,0.8711547673691903,4,3,-0.5908516415554474,0.7878021887405967
GSE188952,MAFK,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAFK,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAFK,0.5215521361219687,0.4671931543781215,10,9,0.2557206072818124,-0.28413400809090195
Sun_Burns,MAFK,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAGED1,-0.18803680584369248,0.46047972875475834,9,10,-0.10603856630213904,0.09543470967192505
GSE158395,MAGED1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAGED1,0.4802304873665058,0.13676972452892783,110,110,0.2347192234809258,-0.23471922348092655
GSE181297,MAGED1,1.4757359252506794,0.8595872426321063,4,3,0.574208328117342,-0.7656111041564566
GSE188952,MAGED1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAGED1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAGED1,2.0211646739810587,0.5644589598985633,10,9,0.6879382584077692,-0.7643758426753005
Sun_Burns,MAGED1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAGED2,0.5984756563811302,0.4696133721506573,9,10,0.32215145508215765,-0.2899363095739427
GSE158395,MAGED2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAGED2,0.21804408423872276,0.1352400493959428,110,110,0.10899324451063727,-0.10899324451063871
GSE181297,MAGED2,1.1034976814580209,0.8187260923292398,4,3,0.488081687279571,-0.6507755830394288
GSE188952,MAGED2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAGED2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAGED2,0.4820529515377058,0.4660753629569848,10,9,0.23768592610741432,-0.26409547345268153
Sun_Burns,MAGED2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAGEF1,0.8806962397447671,0.4811676611427115,9,10,0.44897258940297263,-0.4040753304626764
GSE158395,MAGEF1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAGEF1,0.6533353645741624,0.13839048097357817,110,110,0.312063523277818,-0.3120635232778168
GSE181297,MAGEF1,1.1816043290575928,0.8264751079612704,4,3,0.508988453255011,-0.6786512710066779
GSE188952,MAGEF1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAGEF1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAGEF1,-0.3966403032214481,0.46395172594734646,10,9,-0.1976983184351811,0.21966479826131569
Sun_Burns,MAGEF1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAGEH1,0.39591015440774685,0.4639353140194787,9,10,0.21927891924766096,-0.1973510273228989
GSE158395,MAGEH1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAGEH1,0.08894555495382625,0.13490662858357427,110,110,0.04468384232539016,-0.04468384232539024
GSE181297,MAGEH1,1.143357298433408,0.8226235286546681,4,3,0.49895808207296455,-0.6652774427639532
GSE188952,MAGEH1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAGEH1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAGEH1,0.2657059019705637,0.4614856400960356,10,9,0.13414205859910044,-0.14904673177677685
Sun_Burns,MAGEH1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAGI1,2.0210555800919425,0.5644486802471156,9,10,0.7643574844935722,-0.6879217360442145
GSE158395,MAGI1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAGI1,0.31768040385747875,0.1356878171575796,110,110,0.15774500722850424,-0.15774500722850388
GSE181297,MAGI1,-0.9555429050618092,0.8053273030301153,4,3,-0.4437087201465216,0.5916116268620287
GSE188952,MAGI1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAGI1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAGI1,-0.037204495703284865,0.4595079289368814,10,9,-0.018980130099451695,0.0210890334438361
Sun_Burns,MAGI1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAGI2,1.2420615768144465,0.5017060153752503,9,10,0.5805967514269705,-0.52253707628427
GSE158395,MAGI2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAGI2,-0.06373552046906537,0.1348742024710557,110,110,-0.03203463706395075,0.03203463706395125
GSE181297,MAGI2,-0.2246814789347971,0.7661195558342331,4,3,-0.12375947382068246,0.16501263176091055
GSE188952,MAGI2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAGI2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAGI2,0.1525357532064977,0.4601341159816598,10,9,0.0775585663453178,-0.08617618482813137
Sun_Burns,MAGI2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MALL,2.1940567103419175,0.5811990118081807,9,10,0.7914983411357651,-0.712348507022188
GSE158395,MALL,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MALL,0.456972213456208,0.13658849615368474,110,110,0.22393790502108515,-0.22393790502108502
GSE181297,MALL,1.0317984826177542,0.8120201781183487,4,3,0.4673866494767237,-0.6231821993022982
GSE188952,MALL,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MALL,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MALL,-0.3912364667148652,0.4638309638534323,10,9,-0.19512594053890114,0.21680660059877882
Sun_Burns,MALL,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MALT1,3.044502081636719,0.67456058109028,9,10,0.8819458434989353,-0.7937512591490403
GSE158395,MALT1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MALT1,0.08901054260129275,0.13490672599896378,110,110,0.04471642480678989,-0.044716424806790445
GSE181297,MALT1,-0.02229848857019362,0.7637858660860377,4,3,-0.012429987368453035,0.016573316491267438
GSE188952,MALT1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MALT1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MALT1,0.7021472442688504,0.4733762544590709,10,9,0.33401858446268595,-0.37113176051409524
Sun_Burns,MALT1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAML3,0.9301710758986226,0.48361142657315453,9,10,0.46903538392959493,-0.42213184553663813
GSE158395,MAML3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,MAML3,0.2006987176058613,0.13517900569286095,110,110,0.10041442856281033,-0.10041442856281037
GSE181297,MAML3,-0.38997345769405783,0.770841190072458,4,3,-0.20983401614490954,0.27977868819321
GSE188952,MAML3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,MAML3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,MAML3,-0.2743970087408822,0.46161945881144656,10,9,-0.13843268813562343,0.15381409792846995
Sun_Burns,MAML3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,MAMLD1,0.8426450525429164,0.4793711040958076,9,10,0.43309460525317955,-0.38978514472786335
